livingAreaSqFt,numOfBathrooms,lotSizeSqFt,numOfBedrooms,numOfStories,numOfPhotos,hasSpa,hasView,numOfPatioAndPorchFeatures,numOfParkingFeatures,latest_saleyear,numOfSecurityFeatures,latestPrice
2682.0,4.0,6969.0,5,2,72,False,False,1,2,2020,0,375000.00
1936.0,3.0,4573.0,4,2,32,False,False,1,2,2020,1,229900.00
3794.0,4.0,10105.0,4,2,38,False,True,0,2,2018,0,549900.00
2967.0,3.0,10367.0,4,2,36,False,False,0,1,2019,0,690000.00
3787.0,4.0,7501.0,5,2,43,False,False,0,2,2019,0,584900.00
2314.0,3.0,7623.0,5,1,47,False,False,0,2,2018,0,287500.00
2753.0,3.0,11325.6,5,1,40,False,False,2,1,2019,1,599800.00
2068.0,3.0,6185.0,4,2,22,False,False,0,1,2018,0,325000.00
1791.0,3.0,5140.0,3,2,27,False,False,1,3,2020,1,350000.00
3338.0,4.0,11325.6,4,2,1,False,False,0,1,2018,0,574900.00
2283.0,3.0,6368.0,4,2,25,False,False,0,2,2019,0,374000.00
2997.0,3.0,28314.0,4,1,39,False,False,1,1,2019,1,699900.00
1225.0,2.0,7274.0,3,1,22,False,False,0,1,2019,0,205000.00
2864.0,3.0,9670.0,5,1,72,False,False,1,2,2020,2,425000.00
1573.0,2.0,3920.0,3,1,1,False,False,0,1,2019,2,425000.00
2656.0,3.0,10454.0,4,2,55,False,True,1,2,2020,1,684000.00
1975.0,3.0,5140.0,4,2,40,False,True,2,3,2020,1,359965.00
1745.0,2.0,9452.0,4,1,23,False,False,0,1,2018,0,120000.00
1375.0,2.0,8276.0,3,1,34,False,False,0,1,2018,0,225000.00
2502.0,3.0,6969.0,4,1,5,False,False,0,1,2018,0,388990.00
2313.0,2.0,16988.4,4,1,19,False,True,0,2,2018,0,435000.00
2700.0,3.0,15246.0,4,2,37,True,True,0,2,2020,1,795000.00
1480.0,2.0,5706.0,3,1,44,False,False,0,2,2019,0,218800.00
1321.0,3.0,6194.0,3,2,24,False,False,2,1,2019,1,200000.00
2267.0,2.0,7230.0,4,1,19,False,False,0,1,2018,0,368500.00
2508.0,3.0,5749.0,3,1,44,False,True,2,2,2020,2,454500.00
1791.0,2.0,12196.8,3,1,26,False,False,0,2,2020,1,285000.00
4491.0,4.0,28314.0,5,2,56,False,True,0,2,2019,0,799000.00
1268.0,2.0,4007.0,3,1,19,False,False,0,1,2020,0,199000.00
2903.0,3.0,7187.0,3,1,36,False,False,0,2,2018,0,622800.00
3033.0,4.0,11325.6,4,2,32,False,False,1,1,2020,0,429000.00
2573.0,3.0,12196.8,3,2,33,False,False,0,1,2019,0,259900.00
2340.0,3.0,13503.6,4,2,72,False,True,3,2,2020,1,629000.00
3187.0,3.0,7710.0,4,2,40,False,True,0,2,2019,0,525000.00
3675.0,4.0,7492.0,5,2,55,False,False,3,3,2020,2,345000.00
1641.0,2.0,5000.0,3,1,1,False,False,0,2,2020,1,255000.00
1413.0,2.0,5532.0,3,1,8,False,True,1,0,2020,0,282226.00
1326.0,2.0,6229.0,3,1,24,False,False,0,2,2018,0,180000.00
1203.0,2.0,4312.0,3,1,24,False,False,0,1,2019,0,184900.00
2922.0,4.0,8319.0,3,2,72,False,False,1,2,2020,0,750000.00
2428.0,3.0,7405.0,3,2,38,False,False,3,2,2020,2,475000.00
1256.0,2.0,10000.0,3,1,24,False,True,1,2,2019,2,219000.00
3047.0,3.0,6011.0,3,2,33,False,False,0,1,2019,0,293300.00
1712.0,3.0,7274.0,3,2,25,False,False,0,1,2019,0,229999.00
2234.0,3.0,13503.6,3,1,40,False,False,0,1,2018,0,415000.00
1315.0,2.0,4835.0,3,1,17,False,False,0,2,2018,0,175000.00
2089.0,2.0,28314.0,3,1,1,False,False,0,1,2020,0,398900.00
3319.0,3.0,9626.0,5,2,35,False,True,2,1,2019,2,389900.00
3415.0,4.0,7230.0,5,2,1,False,False,0,3,2018,0,536170.00
4137.0,4.0,28314.0,5,2,72,True,True,0,2,2018,0,665000.00
1587.0,2.0,5880.0,4,1,24,False,False,0,1,2018,0,179900.00
2766.0,3.0,6054.0,4,2,55,False,False,1,2,2020,2,519900.00
2643.0,3.0,5000.0,4,2,2,False,False,0,0,2019,0,341054.00
2576.0,3.0,8537.0,3,2,20,False,False,2,2,2019,0,428000.00
1203.0,2.0,4312.0,3,1,26,False,True,0,2,2018,0,185000.00
3257.0,4.0,10236.0,5,2,40,False,False,0,2,2018,0,415000.00
2505.0,3.0,6141.0,4,2,60,False,False,1,2,2020,2,299900.00
1659.0,3.0,6098.0,3,2,35,False,False,0,1,2018,0,249900.00
3486.0,4.0,28314.0,4,2,40,False,True,0,3,2019,1,725000.00
1321.0,3.0,6098.0,3,2,20,False,False,1,2,2019,1,198000.00
2100.0,2.0,28314.0,3,1,1,True,True,0,2,2018,0,550000.00
1500.0,2.0,14374.8,3,1,22,False,False,0,0,2018,0,179900.00
1616.0,3.0,8520.0,3,2,27,False,True,0,2,2020,2,355000.00
2046.0,2.0,6795.0,4,1,28,False,False,0,2,2020,0,310000.00
1411.0,2.0,6534.0,3,1,12,False,False,0,1,2018,0,155000.00
1892.0,3.0,4704.0,3,2,36,False,False,0,1,2019,0,189000.00
4043.0,4.0,28314.0,5,2,58,False,False,2,2,2020,1,1150000.00
2095.0,2.0,5488.0,3,1,34,False,False,2,2,2020,1,339900.00
2623.0,3.0,8363.0,4,1,40,False,True,1,2,2020,1,515000.00
1947.0,2.0,28314.0,2,2,72,False,False,1,2,2020,1,625000.00
2192.0,2.0,9757.0,3,1,33,False,False,0,2,2018,0,339900.00
3352.0,3.0,8319.0,5,2,40,False,False,2,3,2020,2,650000.00
1268.0,2.0,10541.0,3,1,18,False,True,0,2,2018,0,170000.00
4043.0,4.0,28314.0,4,2,40,False,True,0,2,2019,0,759900.00
1306.0,2.0,6490.0,3,1,23,False,False,0,2,2018,0,214500.00
2398.0,3.0,6272.0,4,2,36,False,False,0,1,2018,0,275000.00
4274.0,4.0,8276.0,4,2,40,False,True,0,1,2019,0,588000.00
1372.0,3.0,2613.0,3,1,20,False,False,0,0,2018,0,174900.00
3695.0,4.0,28314.0,4,2,40,False,False,1,2,2020,2,937000.00
2448.0,2.0,9796.0,4,2,34,False,False,0,2,2019,0,595000.00
1250.0,3.0,5314.0,2,2,12,False,False,0,0,2018,0,169900.00
3485.0,4.0,7797.0,5,2,72,False,True,1,1,2019,0,625000.00
1526.0,2.0,9147.0,3,1,1,False,False,0,1,2019,0,235000.00
2124.0,2.0,6185.0,3,1,37,False,False,0,1,2019,0,359900.00
2965.0,3.0,7927.0,4,2,22,False,False,0,1,2019,0,350000.00
3205.0,4.0,7666.0,5,2,1,False,True,2,3,2019,0,449000.00
4043.0,4.0,28314.0,5,2,32,False,False,0,2,2018,0,1150000.00
4043.0,4.0,28314.0,5,2,72,False,False,0,3,2020,2,1150000.00
2403.0,3.0,5837.0,3,1,10,False,True,0,0,2019,0,425900.00
3939.0,4.0,13068.0,5,2,36,False,False,1,1,2019,2,595000.00
2116.0,3.0,16117.2,3,1,32,True,False,3,2,2020,1,625000.00
3409.0,3.0,10585.0,4,1,38,False,True,1,3,2020,0,729000.00
3848.0,4.0,28314.0,5,2,40,True,False,0,1,2018,0,1150000.00
1786.0,2.0,5183.0,4,1,25,False,False,0,1,2018,0,199000.00
2289.0,3.0,6969.0,3,1,3,False,False,0,1,2019,0,365990.00
596.0,1.0,16988.4,2,1,31,False,True,0,0,2018,0,240000.00
1554.0,2.0,14810.4,4,1,37,False,False,2,2,2020,1,220000.00
1704.0,2.0,5662.0,3,1,72,False,False,2,2,2020,1,265000.00
2852.0,3.0,7013.0,3,2,11,False,False,2,2,2020,2,445000.00
2505.0,2.5,6098.0,4,2,72,False,False,0,3,2020,0,315000.00
2088.0,3.0,4486.0,4,2,26,False,False,0,1,2018,0,95000.00
1206.0,2.0,9234.0,3,1,12,False,False,0,2,2018,0,179900.00
3119.0,3.0,13939.2,4,2,1,False,False,0,1,2019,0,735000.00
2191.0,2.0,8145.0,3,1,27,False,True,3,3,2020,2,429900.00
4043.0,4.0,28314.0,5,2,72,True,True,0,3,2020,0,1150000.00
1160.0,2.0,5793.0,3,1,5,False,False,0,2,2018,0,66900.00
2420.0,3.0,6926.0,4,2,38,False,False,0,2,2020,1,385000.00
2094.0,3.0,5357.0,4,2,29,False,False,0,1,2018,0,195000.00
4043.0,4.0,28314.0,4,2,40,False,True,2,1,2020,2,1150000.00
1096.0,2.0,4748.0,3,1,16,False,False,0,1,2019,0,194900.00
2425.0,3.0,5662.0,3,1,54,True,True,2,3,2020,2,459990.00
1320.0,2.0,4617.0,3,1,37,False,False,0,2,2019,0,229900.00
1780.0,2.0,5998.0,4,1,44,False,False,1,2,2020,1,289000.00
4043.0,4.0,28314.0,5,2,39,False,True,1,2,2019,2,1150000.00
4043.0,4.0,28314.0,5,2,28,False,False,0,1,2019,0,1150000.00
2873.0,3.0,28314.0,4,2,38,False,True,0,2,2019,0,609900.00
1652.0,2.0,7535.0,3,1,24,False,False,0,2,2019,0,230000.00
2501.0,3.0,7405.0,4,1,72,False,False,1,2,2020,1,439000.00
2406.0,2.0,5837.0,3,1,25,False,False,0,2,2018,0,375000.00
1306.0,2.0,4617.0,3,1,31,False,False,2,2,2020,1,225000.00
4362.0,4.0,12196.8,4,2,34,True,True,0,2,2018,0,769000.00
1540.0,2.0,11325.6,3,1,25,False,False,1,1,2019,2,342000.00
2463.0,3.0,28314.0,3,2,31,False,True,0,2,2019,0,715000.00
2454.0,3.0,13503.6,3,1,33,False,False,1,1,2019,0,550000.00
1968.0,2.0,10890.0,3,1,32,False,False,0,2,2018,0,360000.00
1821.0,2.0,5488.0,3,1,39,False,False,0,2,2019,0,284900.00
1848.0,2.0,13068.0,2,1,1,True,True,0,3,2018,0,279900.00
2218.0,2.0,8712.0,3,1,31,False,False,1,2,2020,2,413900.00
3371.0,4.0,28314.0,4,1,31,True,False,0,2,2019,0,1150000.00
1555.0,2.0,4181.0,3,1,23,False,False,3,1,2019,1,415000.00
2647.0,3.0,11761.2,4,2,31,False,False,0,2,2018,0,585000.00
2373.0,3.0,14810.4,4,1,72,False,False,1,1,2020,1,750000.00
1914.0,3.0,4399.0,3,2,23,False,False,0,1,2018,0,279000.00
2088.0,3.0,4356.0,4,2,1,False,False,0,1,2019,0,210000.00
1861.0,2.0,7840.0,3,1,21,False,False,1,1,2019,1,369000.00
1567.0,2.0,9757.0,4,1,48,False,False,0,1,2019,0,329900.00
1344.0,2.0,7927.0,3,1,6,False,False,0,2,2018,0,205000.00
2410.0,3.0,12196.8,4,1,39,False,True,0,2,2021,0,789000.00
3227.0,4.0,28314.0,5,1,45,False,True,0,2,2019,0,649000.00
704.0,1.0,13068.0,2,1,2,False,True,0,0,2018,0,150000.00
3329.0,4.0,11761.2,4,2,1,False,False,0,2,2018,0,599000.00
2068.0,3.0,6011.0,4,2,28,False,False,0,1,2018,0,299999.00
3304.0,4.0,11761.2,4,2,1,False,False,0,1,2019,0,499800.00
1670.0,2.0,5749.0,3,1,36,False,False,0,1,2018,0,238999.00
2665.0,3.0,14374.8,3,1,32,False,False,1,2,2019,0,915000.00
4021.0,4.0,13939.2,4,2,40,True,True,1,2,2020,0,699000.00
3559.0,4.0,8842.0,4,2,72,False,False,0,2,2020,2,598000.00
2357.0,2.5,28314.0,3,1,5,False,False,0,1,2019,0,465000.00
1982.0,3.0,5445.0,3,2,20,False,False,0,2,2019,1,305000.00
2047.0,2.0,7026.0,4,1,24,False,True,1,2,2020,0,254000.00
4043.0,4.0,28314.0,4,3,72,False,True,3,3,2019,0,1150000.00
3976.0,4.0,9757.0,5,2,32,True,False,1,2,2020,2,579000.00
2100.0,3.0,28314.0,4,1,39,False,False,1,1,2019,1,289900.00
1943.0,2.0,8232.0,4,1,20,False,True,0,2,2018,0,379000.00
3689.0,4.0,9626.0,4,2,40,False,False,0,1,2018,0,649900.00
3650.0,4.0,13068.0,4,2,21,False,False,0,0,2019,0,525000.00
2498.0,3.0,9931.0,4,2,65,False,False,1,2,2020,1,359000.00
4043.0,4.0,28314.0,5,3,72,True,True,2,3,2020,2,1150000.00
2929.0,3.0,12196.8,4,2,38,False,True,3,1,2019,0,714900.00
3348.0,4.0,8276.0,5,2,1,True,True,0,1,2019,0,474997.00
1746.0,2.0,5662.0,3,1,1,False,False,0,2,2019,0,335000.00
1589.0,2.0,5532.0,4,1,15,False,False,1,1,2020,0,199950.00
1190.0,2.0,4791.0,3,1,22,False,False,0,2,2020,1,230000.00
2299.0,3.0,6368.0,4,2,46,False,True,1,2,2020,2,405000.00
4380.0,4.0,16552.8,4,2,33,False,True,2,2,2020,0,1150000.00
2066.0,3.0,12196.8,3,2,24,False,False,2,1,2019,2,559500.00
1704.0,3.0,6534.0,3,2,1,False,False,0,2,2018,0,199000.00
2960.0,3.0,8276.0,4,2,24,False,False,0,3,2019,0,379900.00
4043.0,4.0,11761.2,5,2,50,True,True,0,3,2020,0,1150000.00
1250.0,2.5,5314.0,2,2,22,False,False,0,1,2020,0,194000.00
2084.0,3.0,7000.0,3,2,29,False,True,0,2,2019,0,330000.00
4043.0,4.0,28314.0,5,2,39,False,True,0,2,2019,0,1150000.00
4043.0,4.0,28314.0,5,1,72,False,True,3,2,2020,1,1150000.00
1419.0,2.0,5140.0,3,1,3,False,True,0,2,2018,0,157000.00
1753.0,3.0,4791.0,3,2,18,False,False,0,2,2020,0,335269.00
3297.0,4.0,7405.0,4,2,67,False,False,2,2,2020,1,535000.00
4043.0,4.0,28314.0,4,2,22,False,True,0,2,2018,0,1150000.00
1649.0,2.0,14810.4,3,1,27,False,False,0,1,2018,0,399000.00
2766.0,3.0,8398.0,4,1,16,False,False,2,3,2020,0,505847.00
2698.0,3.0,13939.2,4,2,65,False,False,0,2,2020,0,574887.00
4407.0,4.0,28314.0,4,2,65,False,True,0,3,2020,0,1150000.00
2731.0,4.0,11761.2,3,2,35,False,False,0,3,2019,0,1150000.00
1448.0,2.0,4399.0,3,1,22,False,False,0,1,2019,0,249000.00
1370.0,2.0,5662.0,3,1,27,False,False,3,2,2021,1,310000.00
4056.0,4.0,13939.2,4,1,29,False,True,3,2,2020,1,750000.00
3542.0,4.0,16117.2,4,1,29,False,False,0,1,2020,0,869999.00
4043.0,4.0,28314.0,5,2,58,True,True,0,1,2018,0,825000.00
1490.0,2.0,5052.0,3,1,29,False,False,2,2,2020,1,475000.00
1510.0,2.0,4617.0,3,1,45,False,True,0,2,2018,0,239000.00
4043.0,4.0,28314.0,5,2,37,False,True,0,2,2018,0,1150000.00
4147.0,4.0,28314.0,4,1,33,False,True,0,3,2018,0,1150000.00
1598.0,3.0,8799.0,3,2,25,False,True,0,2,2019,0,131860.00
2515.0,3.0,6534.0,4,2,1,False,False,1,1,2020,0,395000.00
2304.0,2.0,14810.4,4,1,25,False,False,0,0,2018,0,129900.00
3458.0,4.0,8842.0,4,2,52,False,False,1,2,2020,1,615000.00
3013.0,4.0,14810.4,4,2,22,False,True,2,2,2020,2,557000.00
4043.0,4.0,28314.0,5,2,35,False,False,0,2,2018,0,1150000.00
4043.0,4.0,28314.0,4,2,39,False,False,0,1,2018,0,1150000.00
1321.0,3.0,3571.0,3,2,32,False,False,1,0,2020,1,200000.00
4043.0,4.0,28314.0,4,2,8,True,False,1,3,2020,2,1150000.00
986.0,1.0,28314.0,2,2,29,False,True,0,2,2019,1,599500.00
2137.0,2.0,3397.0,3,2,38,False,True,0,1,2019,0,450000.00
2073.0,3.0,6272.0,3,2,38,False,False,1,1,2019,2,349000.00
4142.0,4.0,28314.0,4,2,28,True,True,0,2,2019,0,1150000.00
2581.0,2.0,12196.8,4,1,36,False,False,0,1,2019,0,550000.00
1405.0,2.0,7230.0,3,1,26,False,False,2,1,2019,2,217500.00
2895.0,3.0,11761.2,3,3,60,False,True,1,2,2020,2,865000.00
2648.0,3.0,13503.6,4,2,37,False,False,0,1,2018,0,565000.00
3958.0,4.0,28314.0,4,2,30,False,False,0,1,2018,0,899900.00
2814.0,3.0,7461.0,4,2,3,False,False,0,2,2019,0,336990.00
4043.0,4.0,28314.0,5,2,1,False,True,0,2,2020,0,1150000.00
1730.0,3.0,5662.0,3,2,38,False,False,0,2,2018,0,219900.00
2177.0,3.0,5967.0,4,2,40,False,False,1,0,2019,2,338900.00
2338.0,2.0,12632.4,3,2,39,False,True,0,2,2020,1,545000.00
1452.0,2.0,5227.0,3,1,1,False,False,0,2,2019,0,161940.00
1762.0,2.0,9147.0,4,1,25,False,False,0,2,2019,0,133000.00
2162.0,3.0,28314.0,3,2,72,False,True,0,3,2020,0,549500.00
3436.0,3.0,11325.6,4,2,42,False,False,0,1,2019,0,885000.00
2927.0,4.0,9452.0,4,2,72,False,False,1,2,2020,0,798500.00
1582.0,2.0,6211.0,3,1,42,False,True,0,2,2019,0,249900.00
3254.0,3.0,10149.0,5,1,40,False,False,0,3,2018,0,400000.00
4043.0,4.0,28314.0,5,2,72,False,False,2,1,2019,0,1150000.00
1776.0,3.0,6141.0,5,2,26,False,False,0,2,2018,0,217000.00
4043.0,4.0,12632.4,4,2,1,False,False,0,2,2018,0,700000.00
1850.0,2.0,11761.2,3,1,8,False,False,0,2,2020,1,849900.00
1707.0,2.0,16117.2,3,1,15,False,False,1,2,2019,0,535000.00
2667.0,3.0,28314.0,3,2,72,True,True,0,1,2018,0,450000.00
2486.0,3.0,6229.0,3,2,1,False,True,0,1,2020,0,304000.00
4043.0,4.0,28314.0,5,3,36,False,False,0,1,2018,0,1150000.00
3282.0,3.0,9365.0,4,2,23,False,False,0,2,2018,0,480000.00
2275.0,3.0,8494.0,4,1,40,True,True,0,2,2018,0,437500.00
4043.0,1.0,28314.0,5,1,15,False,True,0,2,2020,0,625000.00
1320.0,2.0,5357.0,3,1,21,False,False,0,2,2019,0,225000.00
2667.0,3.0,28314.0,4,1,50,False,True,3,2,2020,2,849500.00
1745.0,2.0,12196.8,3,1,23,False,True,0,2,2019,0,274900.00
2829.0,3.0,8712.0,4,2,39,True,False,3,2,2020,2,549900.00
2519.0,3.0,9496.0,3,1,23,False,False,2,1,2020,2,399900.00
4219.0,4.0,13503.6,4,2,34,False,True,1,2,2019,2,825000.00
3693.0,4.0,11325.6,4,2,72,True,True,0,2,2019,0,799000.00
4043.0,4.0,28314.0,5,1,61,True,False,3,2,2020,1,325000.00
1650.0,2.0,5749.0,3,1,28,False,False,0,1,2018,0,119900.00
939.0,1.0,5575.0,2,1,3,False,False,0,2,2019,0,159000.00
3021.0,3.0,6882.0,4,2,37,True,False,2,3,2020,2,550000.00
2474.0,3.0,3911.0,3,2,40,False,False,0,1,2019,0,550000.00
3422.0,4.0,7235.0,4,2,72,False,True,3,3,2020,2,564900.00
2567.0,4.0,13503.6,4,2,1,False,True,0,1,2019,0,525000.00
4060.0,4.0,15681.6,4,2,39,False,False,0,1,2018,0,715000.00
4043.0,4.0,28314.0,4,2,40,False,True,0,2,2018,0,1150000.00
1419.0,2.0,5357.0,3,1,21,False,False,0,2,2018,0,160000.00
2234.0,3.0,6229.0,3,2,37,False,False,0,3,2018,0,315000.00
1491.0,2.0,6098.0,3,1,2,False,True,0,2,2020,0,285000.00
4043.0,4.0,28314.0,5,3,72,False,True,3,3,2020,2,1150000.00
1349.0,2.0,12196.8,3,1,1,False,False,1,1,2019,2,254990.00
2710.0,4.0,9147.0,4,2,72,False,False,2,2,2020,1,620000.00
1656.0,2.0,28314.0,2,2,24,False,True,0,2,2018,0,598000.00
2717.0,3.0,8363.0,4,2,39,False,True,0,2,2018,0,495000.00
4043.0,4.0,15681.6,4,2,1,False,False,0,1,2019,0,1150000.00
1749.0,2.0,12632.4,4,1,14,False,False,0,1,2018,0,215000.00
1970.0,3.0,6141.0,3,2,72,False,True,0,3,2020,0,379800.00
1644.0,2.0,3920.0,3,1,1,False,False,0,1,2018,0,399000.00
2871.0,3.0,9147.0,4,1,27,False,False,3,2,2020,1,540000.00
3114.0,3.0,13503.6,4,2,14,False,False,0,1,2018,0,475000.00
3393.0,4.0,12196.8,4,2,40,False,False,2,1,2019,1,689000.00
1550.0,3.0,8712.0,4,2,21,False,False,2,1,2020,0,207500.00
1848.0,2.0,28314.0,3,1,33,False,False,0,2,2018,0,399000.00
2953.0,3.0,6621.0,4,2,39,False,True,1,1,2019,1,389900.00
1600.0,1.0,28314.0,2,1,29,False,False,0,1,2019,0,685000.00
4269.0,4.0,28314.0,4,2,42,False,True,2,2,2020,2,1150000.00
2256.0,3.0,6403.0,3,2,28,False,True,0,3,2018,0,325000.00
2415.0,2.0,7405.0,4,1,1,False,False,0,1,2019,1,280000.00
2455.0,3.0,7840.0,5,2,45,True,False,0,3,2020,0,480000.00
4043.0,4.0,11761.2,4,2,38,True,True,0,2,2018,0,749900.00
2766.0,4.0,6011.0,4,2,37,False,False,2,2,2020,1,405000.00
3009.0,4.0,28314.0,4,1,26,False,False,0,2,2019,0,750000.00
1456.0,2.0,3920.0,2,1,1,False,False,1,1,2019,1,409000.00
2094.0,3.0,28314.0,3,2,1,False,False,0,2,2019,0,457000.00
2051.0,2.0,7361.0,3,1,1,False,False,0,1,2020,0,265000.00
1200.0,2.0,5052.0,3,1,18,False,False,0,3,2018,0,205000.00
3962.0,4.0,13068.0,4,2,72,True,True,0,2,2020,0,622500.00
3323.0,3.0,7971.0,4,2,27,False,False,0,2,2019,0,425000.00
1278.0,2.0,4626.0,3,1,54,False,True,1,2,2020,1,175000.00
